100 4950
28 40 377
28 41 169
28 42 240
28 43 167
28 44 305
28 45 219
28 46 187
28 47 383
28 48 195
28 49 312
28 50 100
28 51 98
28 52 483
28 53 352
28 54 262
28 55 363
28 56 88
28 57 219
28 58 211
28 59 185
28 60 172
28 61 265
28 62 433
28 63 162
28 64 474
28 65 276
28 66 342
28 67 326
28 68 389
28 69 318
28 70 331
28 71 291
28 72 440
28 73 321
28 74 369
28 75 275
28 76 21
28 77 330
28 78 144
28 79 219
28 80 185
28 81 389
28 82 342
28 83 238
28 84 383
28 85 95
28 86 90
28 87 76
28 88 140
28 89 59
28 90 333
28 91 437
28 92 262
28 93 345
28 94 421
28 95 32
28 96 293
28 97 411
28 98 173
28 99 130
28 100 150
29 30 480
29 31 190
29 32 225
29 33 470
29 34 329
29 35 354
29 36 231
29 37 165
29 38 426
29 39 121
29 40 290
29 41 381
29 42 264
29 43 322
29 44 201
29 45 109
29 46 112
29 47 168
29 48 464
29 49 188
29 50 351
29 51 261
29 52 455
29 53 96
29 54 65
29 55 315
29 56 91
29 57 29
29 58 314
29 59 465
29 60 454
29 61 483
29 62 50
29 63 403
29 64 8
29 65 294
29 66 16
29 67 34
29 68 266
29 69 395
29 70 370
29 71 64
29 72 384
29 73 132
29 74 368
29 75 208
29 76 287
29 77 408
29 78 149
29 79 403
29 80 445
29 81 444
29 82 57
29 83 217
29 84 242
29 85 179
29 86 304
29 87 326
29 88 399
29 89 424
29 90 81
29 91 218
29 92 8
29 93 110
29 94 192
29 95 212
29 96 188
29 97 292
29 98 472
29 99 197
29 100 147
30 31 360
30 32 272
30 33 84
30 34 445
30 35 89
30 36 243
30 37 453
30 38 203
30 39 180
30 40 352
30 41 66
30 42 283
30 43 444
30 44 257
30 45 24
30 46 356
30 47 478
30 48 147
30 49 139
30 50 241
30 51 219
30 52 361
30 53 242
30 54 292
30 55 278
30 56 188
30 57 141
30 58 286
30 59 25
30 60 439
30 61 263
30 62 361
30 63 66
30 64 173
30 65 12
30 66 308
30 67 244
30 68 57
30 69 269
30 70 312
30 71 185
30 72 299
30 73 208
30 74 257
30 75 340
30 76 222
30 77 242
30 78 440
30 79 278
30 80 495
30 81 186
30 82 18
30 83 82
30 84 232
30 85 187
30 86 409
30 87 454
30 88 60
30 89 167
30 90 356
30 91 386
30 92 80
30 93 380
30 94 40
30 95 259
30 96 159
30 97 454
30 98 407
30 99 239
30 100 375
31 32 397
31 33 90
31 34 30
31 35 357
31 36 123
31 37 162
31 38 383
31 39 347
31 40 105
31 41 464
31 42 2
31 43 56
31 44 220
31 45 141
31 46 120
31 47 403
31 48 319
31 49 81
31 50 240
31 51 363
31 52 40
31 53 121
31 54 472
31 55 65
31 56 33
31 57 15
31 58 445
31 59 67
31 60 307
31 61 353
31 62 30
31 63 309
31 64 5
31 65 250
31 66 86
31 67 369
31 68 298
31 69 322
31 70 494
31 71 378
31 72 496
31 73 487
31 74 125
31 75 357
31 76 59
31 77 317
31 78 151
31 79 283
31 80 349
31 81 338
31 82 54
31 83 483
31 84 217
31 85 73
31 86 263
31 87 272
31 88 218
31 89 493
31 90 127
31 91 356
31 92 441
31 93 297
31 94 102
31 95 256
31 96 483
31 97 239
31 98 235
31 99 148
31 100 143
32 33 354
32 34 204
32 35 471
32 36 128
32 37 80
32 38 471
32 39 13
32 40 404
32 41 421
32 42 392
32 43 428
32 44 284
32 45 224
32 46 63
32 47 433
32 48 494
32 49 497
32 50 379
32 51 104
32 52 471
32 53 269
32 54 138
32 55 264
32 56 413
32 57 307
32 58 391
32 59 76
32 60 198
32 61 485
32 62 138
32 63 453
32 64 94
32 65 415
32 66 321
32 67 185
32 68 95
32 69 274
32 70 19
32 71 239
32 72 119
32 73 214
32 74 342
32 75 50
32 76 495
32 77 376
32 78 47
32 79 356
32 80 28
32 81 172
32 82 25
32 83 56
32 84 322
32 85 305
32 86 303
32 87 267
32 88 192
32 89 448
32 90 318
32 91 269
32 92 200
32 93 252
32 94 361
32 95 376
32 96 442
32 97 192
32 98 434
32 99 294
32 100 314
33 34 197
33 35 174
33 36 225
33 37 175
33 38 32
33 39 23
33 40 154
33 41 33
33 42 26
33 43 298
33 44 231
33 45 386
33 46 322
33 47 377
33 48 396
33 49 297
33 50 205
33 51 304
33 52 122
33 53 311
33 54 164
33 55 369
33 56 366
33 57 87
33 58 156
33 59 296
33 60 480
33 61 469
33 62 369
33 63 358
33 64 103
33 65 209
33 66 34
33 67 151
33 68 317
33 69 149
33 70 340
33 71 416
33 72 138
33 73 298
33 74 167
33 75 440
33 76 432
33 77 122
33 78 51
33 79 71
33 80 64
33 81 277
33 82 278
33 83 94
33 84 9
33 85 345
33 86 290
33 87 329
33 88 200
33 89 100
33 90 245
33 91 78
33 92 453
33 93 384
33 94 82
33 95 40
33 96 441
33 97 484
33 98 431
33 99 490
33 100 92
34 35 247
34 36 357
34 37 428
34 38 36
34 39 245
34 40 336
34 41 388
34 42 299
34 43 292
34 44 189
34 45 224
34 46 78
34 47 353
34 48 253
34 49 78
34 50 456
34 51 5
34 52 183
34 53 88
34 54 277
34 55 499
34 56 191
34 57 405
34 58 397
34 59 97
34 60 472
34 61 183
34 62 211
34 63 354
34 64 332
34 65 351
34 66 74
34 67 310
34 68 122
34 69 13
34 70 266
34 71 2
34 72 365
34 73 108
34 74 432
34 75 278
34 76 106
34 77 44
34 78 123
34 79 492
34 80 90
34 81 402
34 82 291
34 83 50
34 84 443
34 85 148
34 86 185
34 87 407
34 88 128
34 89 467
34 90 381
34 91 160
34 92 311
34 93 77
34 94 303
34 95 341
34 96 87
34 97 234
34 98 267
34 99 70
34 100 285
35 36 384
35 37 472
35 38 451
35 39 4
35 40 67
35 41 307
35 42 316
35 43 409
35 44 299
35 45 375
35 46 173
35 47 102
35 48 393
35 49 185
35 50 265
35 51 252
35 52 289
35 53 155
35 54 141
35 55 152
35 56 200
35 57 64
35 58 461
35 59 35
35 60 417
35 61 175
35 62 172
35 63 365
35 64 315
35 65 175
35 66 88
35 67 350
35 68 286
35 69 211
35 70 198
35 71 345
35 72 391
35 73 435
35 74 99
35 75 192
35 76 420
35 77 61
35 78 51
35 79 99
35 80 143
35 81 241
35 82 296
35 83 176
35 84 268
35 85 52
35 86 436
35 87 89
35 88 154
35 89 100
35 90 435
35 91 435
35 92 146
35 93 348
35 94 294
35 95 474
35 96 21
35 97 372
35 98 163
35 99 156
35 100 422
36 37 203
36 38 253
36 39 155
36 40 408
36 41 53
36 42 75
36 43 226
36 44 467
36 45 79
36 46 298
36 47 20
36 48 6
36 49 334
36 50 459
36 51 193
36 52 61
36 53 155
36 54 243
36 55 495
36 56 240
36 57 252
36 58 65
36 59 462
36 60 295
36 61 18
36 62 136
36 63 418
36 64 342
36 65 286
36 66 31
36 67 413
36 68 103
36 69 50
36 70 13
36 71 219
36 72 453
36 73 244
36 74 48
36 75 288
36 76 327
36 77 220
36 78 23
36 79 475
36 80 159
36 81 133
36 82 438
36 83 243
36 84 29
36 85 129
36 86 485
36 87 340
36 88 275
36 89 285
36 90 402
36 91 287
36 92 10
36 93 500
36 94 134
36 95 239
36 96 355
36 97 407
36 98 302
36 99 92
36 100 125
37 38 318
37 39 211
37 40 496
37 41 182
37 42 387
37 43 217
37 44 307
37 45 156
37 46 42
37 47 339
37 48 138
37 49 270
37 50 48
37 51 319
37 52 232
37 53 188
37 54 377
37 55 265
37 56 100
37 57 38
37 58 349
37 59 286
37 60 11
37 61 178
37 62 426
37 63 161
37 64 442
37 65 380
37 66 413
37 67 267
37 68 132
37 69 256
37 70 376
37 71 208
37 72 329
37 73 177
37 74 417
37 75 21
37 76 311
37 77 422
37 78 207
37 79 182
37 80 93
37 81 326
37 82 333
37 83 286
37 84 458
37 85 292
37 86 494
37 87 19
37 88 219
37 89 214
37 90 189
37 91 70
37 92 141
37 93 110
37 94 327
37 95 53
37 96 264
37 97 197
37 98 466
37 99 244
37 100 437
38 39 404
38 40 146
38 41 40
38 42 497
38 43 466
38 44 147
38 45 99
38 46 215
38 47 379
38 48 302
38 49 383
38 50 482
38 51 83
38 52 436
38 53 88
38 54 341
38 55 418
38 56 350
38 57 105
38 58 427
38 59 9
38 60 261
38 61 220
38 62 99
38 63 132
38 64 229
38 65 169
38 66 152
38 67 489
38 68 271
38 69 416
38 70 459
38 71 400
38 72 31
38 73 493
38 74 338
38 75 477
38 76 276
38 77 173
38 78 39
38 79 336
38 80 45
38 81 210
38 82 36
38 83 474
38 84 129
38 85 5
38 86 428
38 87 439
38 88 225
38 89 186
38 90 455
38 91 419
38 92 118
38 93 154
38 94 398
38 95 28
38 96 240
38 97 61
38 98 137
38 99 29
38 100 376
39 40 232
39 41 309
39 42 301
39 43 470
39 44 196
39 45 488
39 46 406
39 47 279
39 48 399
39 49 127
39 50 438
39 51 150
39 52 239
39 53 70
39 54 396
39 55 96
39 56 11
39 57 409
39 58 115
39 59 437
39 60 443
39 61 295
39 62 320
39 63 361
39 64 182
39 65 358
39 66 357
39 67 250
39 68 317
39 69 83
39 70 106
39 71 484
39 72 192
39 73 316
39 74 181
39 75 66
39 76 369
39 77 39
39 78 145
39 79 381
39 80 114
39 81 490
39 82 24
39 83 375
39 84 150
39 85 307
39 86 209
39 87 324
39 88 16
39 89 27
39 90 393
39 91 172
39 92 381
39 93 452
39 94 272
39 95 82
39 96 375
39 97 91
39 98 377
39 99 426
39 100 94
40 41 417
40 42 271
40 43 70
40 44 362
40 45 462
40 46 225
40 47 60
40 48 283
40 49 243
40 50 161
40 51 373
40 52 216
40 53 219
40 54 291
40 55 13
40 56 187
40 57 57
40 58 83
40 59 420
40 60 191
40 61 461
40 62 276
40 63 157
40 64 264
40 65 145
40 66 375
40 67 310
40 68 86
40 69 86
40 70 300
40 71 361
40 72 487
40 73 29
40 74 48
40 75 478
40 76 357
40 77 285
40 78 15
40 79 472
40 80 55
40 81 456
40 82 331
40 83 367
40 84 493
40 85 6
40 86 396
40 87 82
40 88 168
40 89 361
40 90 61
40 91 287
40 92 113
40 93 149
40 94 200
40 95 350
40 96 121
40 97 478
40 98 441
40 99 365
40 100 154
41 42 110
41 43 451
41 44 479
41 45 157
41 46 197
41 47 438
41 48 312
41 49 287
41 50 439
41 51 414
41 52 294
41 53 438
41 54 339
41 55 376
41 56 253
41 57 216
41 58 267
41 59 280
41 60 462
41 61 131
41 62 107
41 63 436
41 64 3
41 65 398
41 66 192
41 67 375
41 68 123
41 69 396
41 70 207
41 71 212
41 72 248
41 73 160
41 74 364
41 75 233
41 76 310
41 77 302
41 78 307
41 79 87
41 80 212
41 81 133
41 82 38
41 83 211
41 84 71
41 85 369
41 86 138
41 87 318
41 88 67
41 89 493
41 90 173
41 91 161
41 92 52
41 93 124
41 94 320
41 95 499
41 96 328
41 97 62
41 98 388
41 99 141
41 100 289
42 43 326
42 44 152
42 45 6
42 46 343
42 47 15
42 48 31
42 49 302
42 50 105
42 51 110
42 52 9
42 53 340
42 54 186
42 55 482
42 56 277
42 57 310
42 58 216
42 59 442
42 60 280
42 61 382
42 62 224
42 63 475
42 64 466
42 65 62
42 66 128
42 67 181
42 68 209
42 69 352
42 70 81
42 71 245
42 72 115
42 73 354
42 74 363
42 75 89
42 76 370
42 77 57
42 78 238
42 79 15
42 80 432
42 81 194
42 82 6
42 83 187
42 84 387
42 85 355
42 86 247
42 87 416
42 88 469
42 89 90
42 90 23
42 91 250
42 92 466
42 93 438
42 94 484
42 95 368
42 96 53
42 97 131
42 98 364
42 99 28
42 100 67
43 44 80
43 45 313
43 46 252
43 47 438
43 48 479
43 49 344
43 50 317
43 51 4
43 52 77
43 53 431
43 54 335
43 55 318
43 56 344
43 57 4
43 58 480
43 59 405
43 60 461
43 61 400
43 62 91
43 63 169
43 64 451
43 65 233
43 66 282
43 67 325
43 68 320
43 69 417
43 70 81
43 71 74
43 72 366
43 73 476
43 74 243
43 75 415
43 76 47
43 77 236
43 78 43
43 79 464
43 80 292
43 81 356
43 82 372
43 83 210
43 84 71
43 85 375
43 86 14
43 87 254
43 88 293
43 89 185
43 90 183
43 91 170
43 92 431
43 93 468
43 94 482
43 95 16
43 96 182
43 97 63
43 98 171
43 99 463
43 100 283
44 45 267
44 46 34
44 47 208
44 48 160
44 49 206
44 50 298
44 51 120
44 52 291
44 53 344
44 54 367
44 55 156
44 56 151
44 57 467
44 58 299
44 59 365
44 60 349
44 61 227
44 62 101
44 63 214
44 64 303
44 65 236
44 66 125
44 67 149
44 68 322
44 69 250
44 70 308
44 71 491
44 72 88
44 73 462
44 74 47
44 75 69
44 76 120
44 77 193
44 78 106
44 79 98
44 80 325
44 81 158
44 82 321
44 83 423
44 84 2
44 85 157
44 86 116
44 87 353
44 88 108
44 89 132
44 90 258
44 91 37
44 92 240
44 93 338
44 94 103
44 95 401
44 96 336
44 97 273
44 98 349
44 99 219
44 100 290
45 46 103
45 47 347
45 48 136
45 49 455
45 50 19
45 51 176
45 52 87
45 53 181
45 54 73
45 55 158
45 56 104
45 57 69
45 58 320
45 59 230
45 60 489
45 61 232
45 62 178
45 63 1
45 64 89
45 65 259
45 66 296
45 67 41
45 68 208
45 69 275
45 70 301
45 71 198
45 72 432
45 73 284
45 74 387
45 75 167
45 76 234
45 77 88
45 78 156
45 79 57
45 80 156
45 81 129
45 82 499
45 83 333
45 84 330
45 85 230
45 86 447
45 87 90
45 88 358
45 89 355
45 90 168
45 91 261
45 92 418
45 93 41
45 94 378
45 95 455
45 96 3
45 97 370
45 98 481
45 99 396
45 100 53
46 47 283
46 48 331
46 49 295
46 50 46
46 51 195
46 52 456
46 53 225
46 54 338
46 55 366
46 56 106
46 57 429
46 58 448
46 59 126
46 60 137
46 61 82
46 62 96
46 63 328
46 64 108
46 65 117
46 66 240
46 67 55
46 68 323
46 69 132
46 70 205
46 71 368
46 72 307
46 73 58
46 74 469
46 75 63
46 76 308
46 77 400
46 78 287
46 79 128
46 80 200
46 81 144
46 82 282
46 83 50
46 84 393
46 85 356
46 86 344
46 87 210
46 88 490
46 89 350
46 90 48
46 91 487
46 92 34
46 93 34
46 94 492
46 95 149
46 96 220
46 97 167
46 98 152
46 99 279
46 100 279
47 48 263
47 49 421
47 50 271
47 51 14
47 52 482
47 53 224
47 54 386
47 55 194
47 56 453
47 57 436
47 58 122
47 59 458
47 60 126
47 61 473
47 62 345
47 63 338
47 64 140
47 65 373
47 66 121
47 67 317
47 68 26
47 69 284
47 70 37
47 71 37
47 72 298
47 73 247
47 74 333
47 75 19
47 76 358
47 77 346
47 78 126
47 79 176
47 80 256
47 81 355
47 82 240
47 83 5
47 84 142
47 85 338
47 86 379
47 87 34
47 88 304
47 89 300
47 90 231
47 91 38
47 92 284
47 93 132
47 94 372
47 95 45
47 96 449
47 97 350
47 98 32
47 99 494
47 100 24
48 49 378
48 50 458
48 51 432
48 52 355
48 53 276
48 54 103
48 55 456
48 56 472
48 57 237
48 58 408
48 59 480
48 60 99
48 61 155
48 62 66
48 63 222
48 64 479
48 65 56
48 66 159
48 67 156
48 68 80
48 69 496
48 70 464
48 71 368
48 72 437
48 73 455
48 74 205
48 75 438
48 76 172
48 77 499
48 78 249
48 79 375
48 80 355
48 81 150
48 82 47
48 83 124
48 84 219
48 85 85
48 86 371
48 87 37
48 88 445
48 89 346
48 90 38
48 91 152
48 92 424
48 93 194
48 94 29
48 95 109
48 96 378
48 97 207
48 98 158
48 99 487
48 100 274
49 50 206
49 51 436
49 52 73
49 53 26
49 54 306
49 55 340
49 56 120
49 57 393
49 58 169
49 59 483
49 60 483
49 61 409
49 62 110
49 63 279
49 64 30
49 65 220
49 66 191
49 67 168
49 68 488
49 69 259
49 70 258
49 71 62
49 72 467
49 73 465
49 74 306
49 75 469
49 76 201
49 77 349
49 78 77
49 79 29
49 80 82
49 81 124
49 82 167
49 83 229
49 84 493
49 85 277
49 86 475
49 87 103
49 88 203
49 89 326
49 90 176
49 91 23
49 92 126
49 93 455
49 94 197
49 95 130
49 96 315
49 97 271
49 98 336
49 99 269
49 100 339
50 51 401
50 52 265
50 53 77
50 54 58
50 55 494
50 56 151
50 57 42
50 58 263
50 59 116
50 60 313
50 61 206
50 62 318
50 63 310
50 64 121
50 65 362
50 66 216
50 67 207
50 68 139
50 69 462
50 70 490
50 71 1
50 72 445
50 73 348
50 74 259
50 75 154
50 76 101
50 77 247
50 78 238
50 79 167
50 80 338
50 81 22
50 82 480
50 83 184
50 84 288
50 85 27
50 86 120
50 87 26
50 88 407
50 89 114
50 90 166
50 91 69
50 92 33
50 93 414
50 94 10
50 95 113
50 96 481
50 97 332
50 98 336
50 99 115
50 100 474
51 52 293
51 53 7
51 54 266
51 55 300
51 56 477
51 57 486
51 58 327
51 59 490
51 60 132
51 61 135
51 62 337
51 63 359
51 64 224
51 65 135
51 66 482
51 67 497
51 68 71
51 69 387
51 70 322
51 71 53
51 72 7
51 73 220
51 74 472
51 75 119
51 76 491
51 77 351
51 78 320
51 79 63
51 80 22
51 81 395
51 82 356
51 83 57
51 84 43
51 85 419
51 86 279
51 87 113
51 88 438
51 89 253
51 90 143
51 91 375
51 92 441
51 93 225
51 94 364
51 95 338
51 96 65
51 97 40
51 98 252
51 99 5
51 100 53
52 53 445
52 54 144
52 55 433
52 56 12
52 57 342
52 58 107
52 59 190
52 60 236
52 61 388
52 62 470
52 63 68
52 64 288
52 65 483
52 66 56
52 67 236
52 68 364
52 69 123
52 70 218
52 71 374
52 72 389
52 73 478
52 74 242
52 75 258
52 76 34
52 77 91
52 78 133
52 79 102
52 80 333
52 81 235
52 82 318
52 83 95
52 84 252
52 85 386
52 86 208
52 87 457
52 88 342
52 89 480
52 90 440
52 91 265
52 92 244
52 93 256
52 94 79
52 95 311
52 96 457
52 97 184
52 98 85
52 99 274
52 100 499
53 54 397
53 55 108
53 56 45
53 57 346
53 58 499
53 59 96
53 60 439
53 61 326
53 62 339
53 63 262
53 64 390
53 65 494
53 66 264
53 67 157
53 68 352
53 69 10
53 70 141
53 71 101
53 72 72
53 73 98
53 74 487
53 75 172
53 76 209
53 77 348
53 78 37
53 79 134
53 80 260
53 81 449
53 82 115
53 83 266
53 84 86
53 85 419
53 86 187
53 87 87
53 88 81
53 89 439
53 90 186
53 91 134
53 92 405
53 93 369
53 94 471
53 95 159
53 96 65
53 97 247
53 98 257
53 99 352
53 100 210
54 55 400
54 56 436
54 57 86
54 58 88
54 59 268
54 60 469
54 61 98
54 62 127
54 63 213
54 64 68
54 65 114
54 66 102
54 67 376
54 68 380
54 69 364
54 70 309
54 71 119
54 72 409
54 73 469
54 74 230
54 75 391
54 76 461
54 77 28
54 78 435
54 79 325
54 80 339
54 81 410
54 82 294
54 83 2
54 84 455
54 85 244
54 86 489
54 87 194
54 88 80
54 89 233
54 90 211
54 91 242
54 92 494
54 93 140
54 94 7
54 95 74
54 96 448
54 97 490
54 98 72
54 99 463
54 100 3
55 56 75
55 57 268
55 58 199
55 59 3
55 60 402
55 61 16
55 62 38
55 63 345
55 64 135
55 65 161
55 66 397
55 67 471
55 68 117
55 69 301
55 70 30
55 71 486
55 72 191
55 73 191
55 74 5
55 75 355
55 76 27
55 77 304
55 78 468
55 79 312
55 80 90
55 81 233
55 82 278
55 83 254
55 84 394
55 85 47
55 86 486
55 87 499
55 88 103
55 89 417
55 90 24
55 91 118
55 92 39
55 93 466
55 94 158
55 95 250
55 96 369
55 97 489
55 98 21
55 99 157
55 100 195
56 57 426
56 58 168
56 59 38
56 60 294
56 61 174
56 62 391
56 63 362
56 64 204
56 65 259
56 66 404
56 67 394
56 68 183
56 69 98
56 70 142
56 71 257
56 72 255
56 73 22
56 74 283
56 75 450
56 76 285
56 77 13
56 78 495
56 79 27
56 80 47
56 81 327
56 82 295
56 83 121
56 84 73
56 85 402
56 86 240
56 87 249
56 88 404
56 89 242
56 90 295
56 91 338
56 92 133
56 93 301
56 94 369
56 95 205
56 96 191
56 97 83
56 98 406
56 99 259
56 100 189
57 58 137
57 59 237
57 60 67
57 61 392
57 62 248
57 63 476
57 64 429
57 65 322
57 66 131
57 67 134
57 68 318
57 69 101
57 70 368
57 71 370
57 72 93
57 73 383
57 74 125
57 75 200
57 76 332
57 77 295
57 78 238
57 79 147
57 80 118
57 81 179
57 82 71
57 83 336
57 84 186
57 85 99
57 86 265
57 87 393
57 88 124
57 89 241
57 90 84
57 91 297
57 92 211
57 93 421
57 94 93
57 95 63
57 96 92
57 97 230
57 98 238
57 99 455
57 100 436
58 59 34
58 60 21
58 61 240
58 62 379
58 63 414
58 64 394
58 65 152
58 66 124
58 67 479
58 68 186
58 69 116
58 70 351
58 71 34
58 72 352
58 73 195
58 74 366
58 75 408
58 76 368
58 77 335
58 78 134
58 79 362
58 80 462
58 81 65
58 82 296
58 83 476
58 84 451
58 85 178
58 86 427
58 87 20
58 88 119
58 89 135
58 90 212
58 91 236
58 92 169
58 93 21
58 94 307
58 95 310
58 96 203
58 97 497
58 98 21
58 99 278
58 100 52
59 60 91
59 61 250
59 62 404
59 63 300
59 64 345
59 65 203
59 66 240
59 67 349
59 68 410
59 69 83
59 70 47
59 71 207
59 72 264
59 73 386
59 74 62
59 75 277
59 76 111
59 77 327
59 78 261
59 79 32
59 80 170
59 81 33
59 82 139
59 83 250
59 84 270
59 85 376
59 86 368
59 87 1
59 88 445
59 89 212
59 90 258
59 91 16
59 92 43
59 93 75
59 94 81
59 95 491
59 96 267
59 97 77
59 98 439
59 99 86
59 100 288
60 61 274
60 62 362
60 63 493
60 64 449
60 65 255
60 66 389
60 67 488
60 68 19
60 69 157
60 70 161
60 71 161
60 72 133
60 73 405
60 74 163
60 75 93
60 76 362
60 77 261
60 78 280
60 79 68
60 80 480
60 81 232
60 82 202
60 83 103
60 84 353
60 85 421
60 86 250
60 87 74
60 88 319
60 89 31
60 90 69
60 91 323
60 92 258
60 93 237
60 94 472
60 95 146
60 96 202
60 97 130
60 98 225
60 99 441
60 100 310
61 62 129
61 63 193
61 64 218
61 65 351
61 66 19
61 67 31
61 68 378
61 69 486
61 70 54
61 71 357
61 72 416
61 73 243
61 74 318
61 75 479
61 76 84
61 77 115
61 78 344
61 79 217
61 80 474
61 81 474
61 82 183
61 83 356
61 84 362
61 85 409
61 86 425
61 87 264
61 88 397
61 89 431
61 90 130
61 91 83
61 92 390
61 93 146
61 94 169
61 95 262
61 96 461
61 97 13
61 98 187
61 99 146
61 100 21
62 63 300
62 64 326
62 65 62
62 66 5
62 67 265
62 68 434
62 69 375
62 70 492
62 71 12
62 72 120
62 73 212
62 74 370
62 75 340
62 76 397
62 77 113
62 78 291
62 79 105
62 80 62
62 81 485
62 82 200
62 83 233
62 84 209
62 85 437
62 86 445
62 87 279
62 88 390
62 89 316
62 90 416
62 91 199
62 92 498
62 93 159
62 94 309
62 95 126
62 96 424
62 97 200
62 98 151
62 99 470
62 100 403
63 64 64
63 65 305
63 66 298
63 67 345
63 68 236
63 69 15
63 70 328
63 71 8
63 72 356
63 73 141
63 74 254
63 75 87
63 76 182
63 77 209
63 78 118
63 79 486
63 80 452
63 81 429
63 82 25
63 83 329
63 84 392
63 85 478
63 86 3
63 87 11
63 88 169
63 89 361
63 90 97
63 91 332
63 92 437
63 93 349
63 94 213
63 95 62
63 96 72
63 97 128
63 98 323
63 99 162
63 100 441
64 65 14
64 66 159
64 67 51
64 68 64
64 69 284
64 70 375
64 71 91
64 72 76
64 73 192
64 74 196
64 75 438
64 76 386
64 77 229
64 78 306
64 79 211
64 80 381
64 81 103
64 82 294
64 83 370
64 84 228
64 85 139
64 86 379
64 87 454
64 88 331
64 89 280
64 90 238
64 91 37
64 92 271
64 93 289
64 94 9
64 95 330
64 96 65
64 97 132
64 98 271
64 99 429
64 100 62
65 66 327
65 67 32
65 68 46
65 69 78
65 70 169
65 71 4
65 72 487
65 73 170
65 74 487
65 75 185
65 76 307
65 77 182
65 78 255
65 79 368
65 80 211
65 81 195
65 82 140
65 83 402
65 84 24
65 85 327
65 86 344
65 87 67
65 88 22
65 89 284
65 90 392
65 91 364
65 92 231
65 93 352
65 94 90
65 95 317
65 96 227
65 97 323
65 98 459
65 99 288
65 100 330
66 67 477
66 68 346
66 69 113
66 70 470
66 71 21
66 72 191
66 73 80
66 74 270
66 75 263
66 76 169
66 77 313
66 78 471
66 79 383
66 80 156
66 81 99
66 82 378
66 83 396
66 84 24
66 85 371
66 86 90
66 87 409
66 88 324
66 89 339
66 90 118
66 91 274
66 92 430
66 93 317
66 94 276
66 95 376
66 96 430
66 97 258
66 98 215
66 99 32
66 100 326
67 68 497
67 69 210
67 70 214
67 71 169
67 72 259
67 73 82
67 74 156
67 75 148
67 76 435
67 77 276
67 78 256
67 79 419
67 80 345
67 81 36
67 82 28
67 83 290
67 84 219
67 85 134
67 86 343
67 87 338
67 88 171
67 89 120
67 90 476
67 91 351
67 92 154
67 93 107
67 94 36
67 95 185
67 96 276
67 97 12
67 98 411
67 99 230
67 100 434
68 69 429
68 70 320
68 71 29
68 72 454
68 73 397
68 74 228
68 75 282
68 76 386
68 77 272
68 78 49
68 79 35
68 80 313
68 81 330
68 82 215
68 83 62
68 84 353
68 85 446
68 86 403
68 87 210
68 88 158
68 89 248
68 90 258
68 91 448
68 92 434
68 93 50
68 94 344
68 95 48
68 96 79
68 97 322
68 98 35
68 99 349
68 100 357
69 70 60
69 71 30
69 72 301
69 73 283
69 74 386
69 75 375
69 76 320
69 77 378
69 78 264
69 79 217
69 80 241
69 81 207
69 82 23
69 83 134
69 84 76
69 85 127
69 86 327
69 87 139
69 88 299
69 89 295
69 90 39
69 91 290
69 92 124
69 93 82
69 94 110
69 95 370
69 96 146
69 97 97
69 98 275
69 99 208
69 100 222
70 71 290
70 72 326
70 73 315
70 74 28
70 75 420
70 76 340
70 77 183
70 78 346
70 79 275
70 80 124
70 81 322
70 82 457
70 83 459
70 84 125
70 85 296
70 86 434
70 87 238
70 88 10
70 89 59
70 90 309
70 91 79
70 92 56
70 93 319
70 94 297
70 95 238
70 96 325
70 97 215
70 98 336
70 99 34
70 100 167
71 72 95
71 73 344
71 74 163
71 75 418
71 76 455
71 77 91
71 78 375
71 79 165
71 80 124
71 81 141
71 82 274
71 83 482
71 84 249
71 85 150
71 86 23
71 87 93
71 88 86
71 89 454
71 90 243
71 91 396
71 92 370
71 93 338
71 94 35
71 95 180
71 96 220
71 97 56
71 98 70
71 99 360
71 100 274
72 73 355
72 74 366
72 75 357
72 76 197
72 77 114
72 78 449
72 79 306
72 80 411
72 81 378
72 82 333
72 83 315
72 84 300
72 85 470
72 86 290
72 87 369
72 88 357
72 89 393
72 90 228
72 91 437
72 92 425
72 93 255
72 94 75
72 95 147
72 96 101
72 97 63
72 98 193
72 99 187
72 100 369
73 74 58
73 75 120
73 76 429
73 77 407
73 78 176
73 79 357
73 80 178
73 81 50
73 82 238
73 83 78
73 84 438
73 85 61
73 86 334
73 87 442
73 88 15
73 89 118
73 90 248
73 91 12
73 92 294
73 93 174
73 94 445
73 95 437
73 96 202
73 97 444
73 98 57
73 99 452
73 100 55
74 75 125
74 76 284
74 77 331
74 78 381
74 79 281
74 80 87
74 81 247
74 82 102
74 83 446
74 84 296
74 85 451
74 86 398
74 87 373
74 88 372
74 89 42
74 90 139
74 91 428
74 92 61
74 93 24
74 94 395
74 95 308
74 96 245
74 97 309
74 98 45
74 99 129
74 100 312
75 76 470
75 77 437
75 78 342
75 79 273
75 80 338
75 81 266
75 82 270
75 83 220
75 84 118
75 85 119
75 86 61
75 87 196
75 88 4
75 89 48
75 90 255
75 91 62
75 92 118
75 93 78
75 94 436
75 95 10
75 96 87
75 97 242
75 98 208
75 99 480
75 100 200
76 77 461
76 78 123
76 79 268
76 80 473
76 81 406
76 82 69
76 83 173
76 84 410
76 85 159
76 86 239
76 87 19
76 88 385
76 89 136
76 90 408
76 91 51
